,cat__Mjob_at_home,cat__Mjob_health,cat__Mjob_other,cat__Mjob_services,cat__Mjob_teacher,cat__Fjob_at_home,cat__Fjob_health,cat__Fjob_other,cat__Fjob_services,cat__Fjob_teacher,cat__reason_course,cat__reason_home,cat__reason_other,cat__reason_reputation,cat__guardian_father,cat__guardian_mother,cat__guardian_other,num__age,num__Medu,num__Fedu,num__traveltime,num__studytime,num__failures,num__famrel,num__freetime,num__goout,num__Dalc,num__Walc,num__health,num__absences,num__G1,num__G2,sex_binary,G3
147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.36264316305128,-1.5965167024658617,-0.4974444157804886,-0.6604991718701374,0.00897339295594479,-0.4543089130604204,0.08615600671691613,-0.24921117675790969,-0.9857060131772324,-0.5476188747289328,-1.047574524014814,1.0221405707329807,-0.4547945274396699,0.7656414934887765,0.7775931859209531,0,1
371,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0742219319950688,-1.5965167024658617,-0.4974444157804886,2.080820699350283,-1.2293548349644308,-0.4543089130604204,0.08615600671691613,-0.24921117675790969,-0.08783518929302088,0.5803125388918543,0.5152934145153948,-0.4026614369554165,-0.3377019065690086,0.7656414934887765,0.7775931859209531,1,1
241,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26193356697961917,1.1460472594464481,1.309064252053918,0.7101607637400728,0.00897339295594479,-0.4543089130604204,-0.9947102593680328,-0.24921117675790969,-0.08783518929302088,0.5803125388918543,0.5152934145153948,0.3097395668887821,-0.4547945274396699,0.7656414934887765,0.7775931859209531,1,1
122,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5503547980358304,-0.6823287151617584,1.309064252053918,0.7101607637400728,0.00897339295594479,-0.4543089130604204,0.08615600671691613,-1.2460558837895486,-0.9857060131772324,-0.5476188747289328,-0.2661405547497096,1.0221405707329807,-0.4547945274396699,0.7656414934887765,0.7775931859209531,0,1
355,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0742219319950688,0.23185927214234484,0.40580991813671474,-0.6604991718701374,0.00897339295594479,-0.4543089130604204,1.167022272801865,-0.24921117675790969,0.8100356345911907,-0.5476188747289328,-1.047574524014814,1.0221405707329807,-0.6889797691809925,0.7656414934887765,-1.2860194997923453,0,0
119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.36264316305128,0.23185927214234484,1.309064252053918,-0.6604991718701374,-1.2293548349644308,-0.4543089130604204,-0.9947102593680328,0.747633530273729,-0.08783518929302088,-0.5476188747289328,-0.2661405547497096,0.3097395668887821,0.013575956042975176,0.7656414934887765,0.7775931859209531,1,1
25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5503547980358304,-0.6823287151617584,-0.4974444157804886,-0.6604991718701374,-1.2293548349644308,2.3954469961367626,-3.156442791537931,-1.2460558837895486,-0.9857060131772324,-0.5476188747289328,0.5152934145153948,1.0221405707329807,0.9503169230082654,-1.3060943124220306,-1.2860194997923453,0,0
91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.36264316305128,1.1460472594464481,0.40580991813671474,-0.6604991718701374,-1.2293548349644308,-0.4543089130604204,0.08615600671691613,1.7444782373053678,1.707906458475402,-0.5476188747289328,0.5152934145153948,-1.8274634446438138,-0.22060928569834737,0.7656414934887765,0.7775931859209531,0,1
284,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26193356697961917,-0.6823287151617584,-0.4974444157804886,-0.6604991718701374,0.00897339295594479,-0.4543089130604204,1.167022272801865,0.747633530273729,1.707906458475402,-0.5476188747289328,-0.2661405547497096,1.0221405707329807,-0.22060928569834737,0.7656414934887765,-1.2860194997923453,0,1
53,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.36264316305128,1.1460472594464481,1.309064252053918,-0.6604991718701374,-1.2293548349644308,-0.4543089130604204,-0.9947102593680328,-0.24921117675790969,0.8100356345911907,0.5803125388918543,0.5152934145153948,1.0221405707329807,-0.6889797691809925,-1.3060943124220306,0.7775931859209531,0,1
189,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.26193356697961917,-1.5965167024658617,-0.4974444157804886,-0.6604991718701374,0.00897339295594479,-0.4543089130604204,-0.9947102593680328,-2.242900590821187,-0.08783518929302088,-0.5476188747289328,2.0781613530456036,-0.4026614369554165,-0.22060928569834737,-1.3060943124220306,-1.2860194997923453,1,1
76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.36264316305128,1.1460472594464481,-2.3039530836148954,0.7101607637400728,2.485629848796696,-0.4543089130604204,-0.9947102593680328,0.747633530273729,-0.08783518929302088,-0.5476188747289328,-1.047574524014814,-1.8274634446438138,0.24776119778429773,0.7656414934887765,0.7775931859209531,1,1
30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.36264316305128,1.1460472594464481,1.309064252053918,-0.6604991718701374,0.00897339295594479,-0.4543089130604204,1.167022272801865,0.747633530273729,-0.9857060131772324,1.7082439525126414,1.2967273837804991,1.0221405707329807,-0.6889797691809925,-1.3060943124220306,0.7775931859209531,1,1
239,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0742219319950688,-0.6823287151617584,-0.4974444157804886,-0.6604991718701374,0.00897339295594479,0.9705690415381711,1.167022272801865,1.7444782373053678,0.8100356345911907,1.7082439525126414,2.0781613530456036,-1.1150624407996153,-0.6889797691809925,-1.3060943124220306,-1.2860194997923453,1,0
243,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5503547980358304,1.1460472594464481,1.309064252053918,-0.6604991718701374,-1.2293548349644308,-0.4543089130604204,1.167022272801865,-0.24921117675790969,-0.9857060131772324,-0.5476188747289328,-0.2661405547497096,1.0221405707329807,-0.6889797691809925,0.7656414934887765,0.7775931859209531,1,1
14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.36264316305128,-0.6823287151617584,-0.4974444157804886,-0.6604991718701374,1.2473016208763203,-0.4543089130604204,0.08615600671691613,1.7444782373053678,-0.9857060131772324,-0.5476188747289328,-1.047574524014814,-0.4026614369554165,-0.6889797691809925,0.7656414934887765,0.7775931859209531,1,1
48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.36264316305128,1.1460472594464481,-0.4974444157804886,-0.6604991718701374,0.00897339295594479,-0.4543089130604204,0.08615600671691613,-0.24921117675790969,-0.08783518929302088,0.5803125388918543,-0.2661405547497096,1.0221405707329807,-0.4547945274396699,0.7656414934887765,0.7775931859209531,1,1
382,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.26193356697961917,-0.6823287151617584,0.40580991813671474,0.7101607637400728,0.00897339295594479,-0.4543089130604204,0.08615600671691613,0.747633530273729,-0.08783518929302088,-0.5476188747289328,-1.047574524014814,-0.4026614369554165,-0.4547945274396699,0.7656414934887765,0.7775931859209531,1,1
317,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0742219319950688,1.1460472594464481,0.40580991813671474,-0.6604991718701374,1.2473016208763203,-0.4543089130604204,0.08615600671691613,-0.24921117675790969,0.8100356345911907,-0.5476188747289328,-1.047574524014814,1.0221405707329807,0.364853818654959,-1.3060943124220306,0.7775931859209531,0,0
303,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26193356697961917,0.23185927214234484,-0.4974444157804886,-0.6604991718701374,2.485629848796696,-0.4543089130604204,1.167022272801865,-1.2460558837895486,-0.9857060131772324,-0.5476188747289328,-0.2661405547497096,1.0221405707329807,-0.6889797691809925,0.7656414934887765,0.7775931859209531,0,1
89,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.5503547980358304,1.1460472594464481,1.309064252053918,-0.6604991718701374,0.00897339295594479,-0.4543089130604204,0.08615600671691613,-2.242900590821187,-0.08783518929302088,1.7082439525126414,2.0781613530456036,1.0221405707329807,1.4186874064909105,-1.3060943124220306,-1.2860194997923453,1,0
142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.36264316305128,1.1460472594464481,1.309064252053918,-0.6604991718701374,1.2473016208763203,-0.4543089130604204,0.08615600671691613,-1.2460558837895486,-0.9857060131772324,-0.5476188747289328,-1.047574524014814,1.0221405707329807,-0.4547945274396699,-1.3060943124220306,0.7775931859209531,0,1
285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26193356697961917,-1.5965167024658617,-1.400698749697692,-0.6604991718701374,0.00897339295594479,-0.4543089130604204,0.08615600671691613,-0.24921117675790969,-0.08783518929302088,-0.5476188747289328,-0.2661405547497096,0.3097395668887821,-0.4547945274396699,0.7656414934887765,0.7775931859209531,1,1
169,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.5503547980358304,1.1460472594464481,1.309064252053918,-0.6604991718701374,0.00897339295594479,-0.4543089130604204,0.08615600671691613,0.747633530273729,-0.9857060131772324,-0.5476188747289328,-1.047574524014814,-0.4026614369554165,-0.6889797691809925,0.7656414934887765,0.7775931859209531,0,1
132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26193356697961917,-0.6823287151617584,-0.4974444157804886,-0.6604991718701374,-1.2293548349644308,-0.4543089130604204,-0.9947102593680328,0.747633530273729,0.8100356345911907,-0.5476188747289328,0.5152934145153948,1.0221405707329807,0.7161316812669428,0.7656414934887765,0.7775931859209531,0,1
70,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.5503547980358304,0.23185927214234484,-1.400698749697692,0.7101607637400728,2.485629848796696,-0.4543089130604204,0.08615600671691613,-0.24921117675790969,-0.9857060131772324,-0.5476188747289328,-1.047574524014814,1.0221405707329807,-0.6889797691809925,0.7656414934887765,0.7775931859209531,1,1
116,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.36264316305128,1.1460472594464481,1.309064252053918,0.7101607637400728,0.00897339295594479,-0.4543089130604204,0.08615600671691613,0.747633530273729,-0.08783518929302088,-0.5476188747289328,-1.047574524014814,-1.1150624407996153,-0.4547945274396699,0.7656414934887765,0.7775931859209531,1,1
246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26193356697961917,-0.6823287151617584,0.40580991813671474,0.7101607637400728,-1.2293548349644308,-0.4543089130604204,1.167022272801865,-1.2460558837895486,-0.9857060131772324,-0.5476188747289328,-1.047574524014814,-1.1150624407996153,-0.22060928569834737,0.7656414934887765,0.7775931859209531,1,1
260,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0742219319950688,1.1460472594464481,0.40580991813671474,-0.6604991718701374,0.00897339295594479,-0.4543089130604204,-0.9947102593680328,-2.242900590821187,-0.9857060131772324,-0.5476188747289328,0.5152934145153948,-1.1150624407996153,1.7699652691028944,0.7656414934887765,0.7775931859209531,0,1
203,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.26193356697961917,-0.6823287151617584,-0.4974444157804886,-0.6604991718701374,-1.2293548349644308,-0.4543089130604204,1.167022272801865,-0.24921117675790969,-0.9857060131772324,-0.5476188747289328,-0.2661405547497096,-0.4026614369554165,1.4186874064909105,-1.3060943124220306,-1.2860194997923453,0,0
333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0742219319950688,-0.6823287151617584,-0.4974444157804886,-0.6604991718701374,0.00897339295594479,-0.4543089130604204,0.08615600671691613,-0.24921117675790969,-0.08783518929302088,-0.5476188747289328,-1.047574524014814,-1.1150624407996153,-0.6889797691809925,-1.3060943124220306,-1.2860194997923453,0,0
125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.36264316305128,0.23185927214234484,1.309064252053918,-0.6604991718701374,-1.2293548349644308,-0.4543089130604204,1.167022272801865,1.7444782373053678,1.707906458475402,1.7082439525126414,-0.2661405547497096,1.0221405707329807,-0.6889797691809925,0.7656414934887765,0.7775931859209531,1,1
5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.5503547980358304,1.1460472594464481,0.40580991813671474,-0.6604991718701374,0.00897339295594479,-0.4543089130604204,1.167022272801865,0.747633530273729,-0.9857060131772324,-0.5476188747289328,-0.2661405547497096,1.0221405707329807,0.4819464395256203,0.7656414934887765,0.7775931859209531,1,1
63,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5503547980358304,1.1460472594464481,0.40580991813671474,-0.6604991718701374,1.2473016208763203,-0.4543089130604204,-0.9947102593680328,0.747633530273729,0.8100356345911907,0.5803125388918543,1.2967273837804991,0.3097395668887821,-0.4547945274396699,0.7656414934887765,-1.2860194997923453,0,0
99,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5503547980358304,1.1460472594464481,0.40580991813671474,-0.6604991718701374,1.2473016208763203,-0.4543089130604204,1.167022272801865,-0.24921117675790969,1.707906458475402,-0.5476188747289328,-1.047574524014814,-0.4026614369554165,-0.6889797691809925,-1.3060943124220306,-1.2860194997923453,0,0
112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5503547980358304,-0.6823287151617584,-0.4974444157804886,-0.6604991718701374,0.00897339295594479,0.9705690415381711,-0.9947102593680328,-2.242900590821187,-0.9857060131772324,-0.5476188747289328,-1.047574524014814,1.0221405707329807,0.013575956042975176,0.7656414934887765,0.7775931859209531,0,1
331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26193356697961917,-0.6823287151617584,1.309064252053918,-0.6604991718701374,1.2473016208763203,-0.4543089130604204,0.08615600671691613,0.747633530273729,-0.08783518929302088,-0.5476188747289328,-1.047574524014814,1.0221405707329807,0.13066857691363645,0.7656414934887765,0.7775931859209531,0,1
244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0742219319950688,-0.6823287151617584,-1.400698749697692,0.7101607637400728,1.2473016208763203,-0.4543089130604204,0.08615600671691613,0.747633530273729,0.8100356345911907,-0.5476188747289328,-1.047574524014814,-0.4026614369554165,-0.6889797691809925,-1.3060943124220306,-1.2860194997923453,0,0
35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.36264316305128,-0.6823287151617584,0.40580991813671474,0.7101607637400728,-1.2293548349644308,-0.4543089130604204,-0.9947102593680328,1.7444782373053678,-1.8835768370614439,-0.5476188747289328,-1.047574524014814,1.0221405707329807,-0.6889797691809925,-1.3060943124220306,-1.2860194997923453,0,0
190,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5503547980358304,-0.6823287151617584,0.40580991813671474,-0.6604991718701374,0.00897339295594479,-0.4543089130604204,0.08615600671691613,-0.24921117675790969,-0.08783518929302088,-0.5476188747289328,-1.047574524014814,-1.1150624407996153,0.4819464395256203,0.7656414934887765,0.7775931859209531,0,1
145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.36264316305128,-1.5965167024658617,-1.400698749697692,-0.6604991718701374,0.00897339295594479,-0.4543089130604204,0.08615600671691613,0.747633530273729,-0.9857060131772324,-0.5476188747289328,-0.2661405547497096,1.0221405707329807,-0.6889797691809925,-1.3060943124220306,0.7775931859209531,0,1
33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.36264316305128,0.23185927214234484,0.40580991813671474,-0.6604991718701374,0.00897339295594479,-0.4543089130604204,1.167022272801865,-0.24921117675790969,-0.9857060131772324,-0.5476188747289328,-1.047574524014814,-1.1150624407996153,-0.6889797691809925,-1.3060943124220306,0.7775931859209531,1,1
141,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.5503547980358304,-0.6823287151617584,-0.4974444157804886,0.7101607637400728,-1.2293548349644308,2.3954469961367626,-2.075576525452982,-0.24921117675790969,-0.08783518929302088,0.5803125388918543,-0.2661405547497096,-1.1150624407996153,0.24776119778429773,-1.3060943124220306,-1.2860194997923453,1,0
327,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26193356697961917,-0.6823287151617584,-0.4974444157804886,3.4514806349604927,-1.2293548349644308,-0.4543089130604204,0.08615600671691613,0.747633530273729,1.707906458475402,3.9641067797542155,2.0781613530456036,0.3097395668887821,0.24776119778429773,0.7656414934887765,0.7775931859209531,1,1
393,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0742219319950688,0.23185927214234484,-0.4974444157804886,2.080820699350283,-1.2293548349644308,-0.4543089130604204,0.08615600671691613,0.747633530273729,-1.8835768370614439,1.7082439525126414,1.2967273837804991,1.0221405707329807,-0.6889797691809925,0.7656414934887765,0.7775931859209531,1,1
232,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.26193356697961917,1.1460472594464481,1.309064252053918,-0.6604991718701374,0.00897339295594479,-0.4543089130604204,0.08615600671691613,1.7444782373053678,1.707906458475402,-0.5476188747289328,0.5152934145153948,-1.1150624407996153,0.9503169230082654,0.7656414934887765,-1.2860194997923453,1,0
42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.36264316305128,1.1460472594464481,1.309064252053918,-0.6604991718701374,0.00897339295594479,-0.4543089130604204,0.08615600671691613,-0.24921117675790969,-0.08783518929302088,-0.5476188747289328,-1.047574524014814,1.0221405707329807,-0.4547945274396699,0.7656414934887765,0.7775931859209531,1,1
107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5503547980358304,0.23185927214234484,0.40580991813671474,-0.6604991718701374,1.2473016208763203,-0.4543089130604204,1.167022272801865,-0.24921117675790969,-0.08783518929302088,-0.5476188747289328,-1.047574524014814,1.0221405707329807,-0.4547945274396699,0.7656414934887765,0.7775931859209531,1,1
290,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0742219319950688,1.1460472594464481,-0.4974444157804886,-0.6604991718701374,0.00897339295594479,-0.4543089130604204,0.08615600671691613,-0.24921117675790969,-0.9857060131772324,-0.5476188747289328,1.2967273837804991,1.0221405707329807,0.5990390603962815,0.7656414934887765,0.7775931859209531,1,1
392,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5110870270414174,-1.5965167024658617,-1.400698749697692,-0.6604991718701374,-1.2293548349644308,3.820324950735354,1.167022272801865,1.7444782373053678,-0.08783518929302088,1.7082439525126414,0.5152934145153948,-0.4026614369554165,-0.3377019065690086,0.7656414934887765,-1.2860194997923453,1,0
282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0742219319950688,-1.5965167024658617,-1.400698749697692,0.7101607637400728,2.485629848796696,-0.4543089130604204,1.167022272801865,-1.2460558837895486,-0.9857060131772324,-0.5476188747289328,-1.047574524014814,-0.4026614369554165,-0.5718871483103312,0.7656414934887765,0.7775931859209531,0,1
130,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.36264316305128,0.23185927214234484,1.309064252053918,0.7101607637400728,1.2473016208763203,2.3954469961367626,0.08615600671691613,-1.2460558837895486,-0.9857060131772324,0.5803125388918543,-0.2661405547497096,1.0221405707329807,-0.6889797691809925,0.7656414934887765,-1.2860194997923453,0,0
